id,name,artists
641,Lonely Nights,['Scorpions']
642,Daddy's Girl,['Scorpions']
643,Destin,['Scorpions']
644,Oops!...I Did It Again,['Children Of Bodom']
645,Liebestraum,"['Eugen Cicero', 'Ferenc Liszt']"
646,"Andante and Theme from Swan Lake, Act II, Op. 20","['Eugen Cicero', 'Pyotr Ilyich  Tchaikovsky']"
647,"Valse in C sharp minor, Op. 64, No. 2","['Eugen Cicero', 'Фридерик Шопен']"
648,Hungarian Rhapsody No. 2,"['Eugen Cicero', 'Ferenc Liszt']"
649,Etude in G sharp minor (La Campanella),"['Eugen Cicero', 'Niccolò Paganini', 'Ferenc Liszt']"
650,Solfeggio in C minor,"['Eugen Cicero', 'Карл Филипп Эммануил Бах']"
651,Mr. Roboto,['Styx']
652,Too Much Time On My Hands,['Styx']
653,Blue Collar Man (Long Nights),['Styx']
654,Boat On The River,['Styx']
655,Mr Sandman,['The Puppini Sisters']
656,My Favorite Mistake,['Sheryl Crow']
657,Anything But Down,['Sheryl Crow']
658,G'D Up,['G-Unit']
659,Gangsta Shit,['G-Unit']
660,Hair Of The Dog,['Nazareth']
661,The Christmas Song,['Ashanti']
662,Maybellene,['Chuck Berry']
663,You Never Can Tell,['Chuck Berry']
664,Jo Jo Gunne,['Chuck Berry']
665,Johnny B. Goode,['Chuck Berry']
666,No Particular Place To Go,['Chuck Berry']
667,Promised Land,['Chuck Berry']
668,Rock And Roll Music,['Chuck Berry']
669,Back In The U.S.A.,['Chuck Berry']
670,Let It Rock,['Chuck Berry']
671,Too Much Monkey Business,['Chuck Berry']
672,Little Queenie,['Chuck Berry']
673,Shambala,['Three Dog Night']
674,Let Me Blow Ya Mind,"['Eve', 'Gwen Stefani']"
675,Story Of My Life,['Bon Jovi']
676,Coloured Rain,['Traffic']
677,Road To Zion,"['Damian Marley', 'Nas']"
678,Metal Postcard (Mittageisen),['Siouxsie And The Banshees']
679,Carcass,['Siouxsie And The Banshees']
680,Overground,['Siouxsie And The Banshees']
681,Switch,['Siouxsie And The Banshees']
682,Nicotine Stain,['Siouxsie And The Banshees']
683,Animal Instinct,['The Cranberries']
684,Salvation,['The Cranberries']
685,Ode To My Family,['The Cranberries']
686,Sentence,['Era']
687,Don't Go Away,['Era']
688,Hymne,['Era']
689,Round Round,['Sugababes']
690,Because Of You,['Ne-Yo']
691,What You Waiting For?,['Gwen Stefani']
692,The Thrill Is Gone,"['B.B. King', 'Eric Clapton']"
693,Peut-être toi,['Mylène Farmer']
694,Redonne-moi,['Mylène Farmer']
695,Tous ces combats,['Mylène Farmer']
696,Ange parle-moi,['Mylène Farmer']
697,Avant que l'ombre...,['Mylène Farmer']
698,Dans les rues de Londres,['Mylène Farmer']
699,L'amour n'est rien...,['Mylène Farmer']
700,J'attends,['Mylène Farmer']
701,Feeling Good,['Nina Simone']
702,Ne Me Quitte Pas,['Nina Simone']
703,I Put A Spell On You,['Nina Simone']
704,Turn It Up,"[""Bomfunk MC's"", 'Anna Nordell']"
705,The Beautiful People,['Marilyn Manson']
706,The Reflecting God,['Marilyn Manson']
707,Sweet Dreams (Are Made of This),['Marilyn Manson']
708,Pon de Replay,['Rihanna']
709,Rock Is Dead,['Marilyn Manson']
710,The Nobodies,['Marilyn Manson']
711,The Fight Song,['Marilyn Manson']
712,Catch The Rainbow,['Rainbow']
713,Man On The Silver Mountain,['Rainbow']
714,I Surrender,['Rainbow']
715,Stargazer,['Rainbow']
716,Chelsea Dagger,['The Fratellis']
717,"Girls, Girls, Girls",['Mötley Crüe']
718,Live Wire,['Mötley Crüe']
719,Looks That Kill,['Mötley Crüe']
720,Piece Of Your Action,['Mötley Crüe']
721,Shout At The Devil,['Mötley Crüe']
722,Wild Side,['Mötley Crüe']
723,Dr. Feelgood,['Mötley Crüe']
724,Kickstart My Heart,['Mötley Crüe']
725,Buttons,"['The Pussycat Dolls', 'Snoop Dogg']"
726,Say It Right,['Nelly Furtado']
727,A Word In Spanish,['Elton John']
728,Pain,['Jimmy Eat World']
729,Mama Said,['Metallica']
730,Until It Sleeps,['Metallica']
731,The Outlaw Torn,['Metallica']
732,St. Anger,['Metallica']
733,Frantic,['Metallica']
734,The Unnamed Feeling,['Metallica']
735,Here Without You,['3 Doors Down']
736,The Road I'm On,['3 Doors Down']
737,When I'm Gone,['3 Doors Down']
738,Hollaback Girl,['Gwen Stefani']
739,The Sweet Escape,"['Gwen Stefani', 'Akon']"
740,Upside Down,['Diana Ross']
741,I'm Coming Out,['Diana Ross']
742,5th Set,['Spiderbait']
743,"Relax, Take It Easy",['MIKA']
744,Reelin' And Rockin',['Chuck Berry']
745,Route 66,['Chuck Berry']
746,Behind Blue Eyes,['Limp Bizkit']
747,Eat You Alive,['Limp Bizkit']
748,Nookie,['Limp Bizkit']
749,My Generation,['Limp Bizkit']
750,Re-Arranged,['Limp Bizkit']
751,Boiler,['Limp Bizkit']
752,My Way,['Limp Bizkit']
753,Build A Bridge,"['Limp Bizkit', 'Brian Welch']"
754,Break Stuff,['Limp Bizkit']
755,Rollin' (Air Raid Vehicle),['Limp Bizkit']
756,N 2 Gether Now,['Limp Bizkit']
757,Take A Look Around,['Limp Bizkit']
758,Stuck In The Middle With You,['Stealers Wheel']
759,One Of Us,['Joan Osborne']
760,Wonderful Life,['Black']
761,Unchained Melody,['The Righteous Brothers']
762,Life Burns!,['Apocalyptica']
763,Bittersweet,['Apocalyptica']
764,I Will Survive,['Gloria Gaynor']
765,Underneath It All,"['No Doubt', 'Lady Saw']"
766,Hella Good,['No Doubt']
767,Hey Baby,"['No Doubt', 'Bounty Killer']"
768,The King Has Lost His Crown,['ABBA']
769,Our Last Summer,['ABBA']
770,Kisses Of Fire,['ABBA']
771,Going Away To College,['blink-182']
772,Wendy Clear,['blink-182']
773,Aliens Exist,['blink-182']
774,Dysentery Gary,['blink-182']
775,Don't Leave Me,['blink-182']
776,When You Were Young,['The Killers']
777,Freak Like Me,['Sugababes']
778,In The Middle,['Sugababes']
779,Stuntin' Like My Daddy,"['Birdman', 'Lil Wayne']"
780,Heart-Shaped Box,['Nirvana']
781,Pennyroyal Tea,['Nirvana']
782,Very Ape,['Nirvana']
783,Serve The Servants,['Nirvana']
784,Dumb,['Nirvana']
785,Rape Me,['Nirvana']
786,You're All I Need,['Mötley Crüe']
787,Too Fast For Love,['Mötley Crüe']
788,Helter Skelter,['Mötley Crüe']
789,Same Ol' Situation (S.O.S.),['Mötley Crüe']
790,Use It Or Lose It,['Mötley Crüe']
791,Don't Go Away Mad (Just Go Away),['Mötley Crüe']
792,I Want To Come Over,['Melissa Etheridge']
793,Ain't It Heavy,['Melissa Etheridge']
794,Come To My Window,['Melissa Etheridge']
795,Melancholy Man,['The Moody Blues']
796,Break It Off,"['Sean Paul', 'Rihanna']"
797,We Ride,['Rihanna']
798,Angel,"['Shaggy', 'Rayvon']"
799,Smile Like You Mean It,['The Killers']
800,Mr. Brightside,['The Killers']
801,If Only,['Hanson']
802,Trouble,['Cat Stevens']
803,Promises,['The Cranberries']
804,Dreams,['The Cranberries']
805,Zombie,['The Cranberries']
806,Dance Me To The End Of Love,['Madeleine Peyroux']
807,When You're Gone,['The Cranberries']
808,Gold Lion,['Yeah Yeah Yeahs']
809,"Dance, Dance",['Fall Out Boy']
810,E-Pro,['Beck']
811,On A Plain,['Nirvana']
812,I Shot The Sheriff,['Eric Clapton']
813,Cantoluna,['Secret Garden']
814,Adagio,['Secret Garden']
815,Nocturne,['Secret Garden']
816,Song From A Secret Garden,['Secret Garden']
817,Chaconne,['Secret Garden']
818,Atlantia,['Secret Garden']
819,Ode To Simplicity,['Secret Garden']
820,Pastorale,['Secret Garden']
821,Come On Eileen,['Dexys Midnight Runners']
822,Kill You,['Eminem']
823,Role Model,['Eminem']
824,The Riddle,['Nik Kershaw']
825,Clap Back,['Ja Rule']
826,Mustang Nismo,"['Brian Tyler', 'Slash']"
827,Six Days,"['DJ Shadow', 'Mos Def']"
828,Conteo,['Don Omar']
829,Restless,"['Evil Nine', 'Toastie Taylor']"
830,She Wants To Move,['N.E.R.D']
831,Tokyo Drift (Fast & Furious),['Teriyaki Boyz']
832,Bandoleros,"['Don Omar', 'Tego Calderón']"
833,Grace Kelly,['MIKA']
834,Dangerous And Moving,['t.A.T.u.']
835,Perfect Enemy,['t.A.T.u.']
836,Обезьянка ноль,['t.A.T.u.']
837,All About Us,['t.A.T.u.']
838,Friend or Foe,['t.A.T.u.']
839,Hate It Or Love It,"['50 Cent', 'The Game', 'Tony Yayo', 'Young Buck', 'Lloyd Banks']"
840,GATman And Robbin,"['50 Cent', 'Eminem']"
841,Piggy Bank,['50 Cent']
842,Re-Align,['Godsmack']
843,I Stand Alone,['Godsmack']
844,I Fucking Hate You,['Godsmack']
845,Straight Out Of Line,['Godsmack']
846,Send Me An Angel,['Scorpions']
847,Wintersun,['BOND']
848,Viva!,"['BOND', 'Antonio  Vivaldi']"
849,Elaine,['ABBA']
850,The Piper,['ABBA']
851,Happy New Year,['ABBA']
852,"Andante, Andante",['ABBA']
853,Moon River,['Louis Armstrong']
854,Hello Brother,"['Louis Armstrong', 'His All-Stars']"
855,Dream A Little Dream Of Me,"['Louis Armstrong', 'His All-Stars']"
856,Cabaret,"['Louis Armstrong', 'His All-Stars']"
857,The Unforgiven II,['Metallica']
858,Fuel,['Metallica']
859,The Memory Remains,"['Metallica', 'Marianne Faithfull']"
860,Noots,['Sum 41']
861,We're All To Blame,['Sum 41']
862,Some Say,['Sum 41']
863,Open Your Eyes,['Sum 41']
864,No Reason,['Sum 41']
865,Pieces,['Sum 41']
866,There's No Solution,['Sum 41']
867,88,['Sum 41']
868,Slipping Away,['Sum 41']
869,Wasteland,['10 Years']
870,Everyday,['Bon Jovi']
871,Apologize,"['Timbaland', 'OneRepublic']"
872,Give It To Me,"['Timbaland', 'Justin Timberlake', 'Nelly Furtado']"
873,Oh Timbaland,['Timbaland']
874,Bounce,"['Timbaland', 'Dr. Dre', 'Missy  Elliott', 'Justin Timberlake']"
875,Jamming,"['Bob Marley', 'The Wailers']"
876,Is This Love,"['Bob Marley', 'The Wailers']"
877,A Dios Le Pido,['Juanes']
878,Three Little Birds,"['Bob Marley', 'The Wailers']"
879,Could You Be Loved,"['Bob Marley', 'The Wailers']"
880,Rollin' On,"['Mark Knopfler', 'Emmylou Harris']"
881,Toccata,['Paul Mauriat']
882,El Bimbo,['Paul Mauriat']
883,New York New York,['Paul Mauriat']
884,Symphony No. 40 In G Minor K550: 1. Molto Allegro,"['Paul Mauriat And His Orchestra', 'Wolfgang  Amadeus Mozart']"
885,Mamy Blue,['Paul Mauriat']
886,In The Army Now,['Status Quo']
887,Red Sky,['Status Quo']
888,What's Happenin',"['Method Man', 'Busta Rhymes']"
889,Layla,['Derek & The Dominos']
890,Wonderful Tonight,['Eric Clapton']
891,Cocaine,['Eric Clapton']
892,Slice Me Nice,['Fancy']
893,Never Grow Old,['The Cranberries']
894,Rock Me Baby,"['B.B. King', 'Eric Clapton']"
895,Keep It Coming,"['B.B. King', 'Heavy D']"
896,El Macho,['Mark Knopfler']
897,You Got Me,"['The Roots', 'Erykah Badu', 'Eve', 'Tariq Trotter']"
898,Desnúdate Mujer,['David Bisbal']
899,Pennsylvania,['Bloodhound Gang']
900,Uhn Tiss Uhn Tiss Uhn Tiss,['Bloodhound Gang']
901,Foxtrot Uniform Charlie Kilo,['Bloodhound Gang']
902,Ralph Wiggum,['Bloodhound Gang']
903,I'm The Least You Could Do,['Bloodhound Gang']
904,Dream A Little Dream Of Me,"['Ella Fitzgerald', 'Louis Armstrong']"
905,Sing For Absolution,['Muse']
906,Time Is Running Out,['Muse']
907,Hysteria,['Muse']
908,Butterflies And Hurricanes,['Muse']
909,Sunny,['Bobby Hebb']
910,I Got You (I Feel Good),"['James Brown', 'The Famous Flames']"
911,The Sky Is Crying,['Albert King']
912,Born Under A Bad Sign (with Stevie Ray Vaughan),['Albert King']
913,Angel Of Mercy,['Albert King']
914,Le vent nous portera,['Noir Désir']
915,Banana Pancakes,['Jack Johnson']
916,Better Together,['Jack Johnson']
917,I've Got A Dark Alley And A Bad Idea That Says You Should Shut Your Mouth (Summer Song),['Fall Out Boy']
918,Snitches And Talkers Get Stitches And Walkers,['Fall Out Boy']
919,"Sugar, We're Goin Down",['Fall Out Boy']
920,7 Minutes In Heaven (Atavan Halen),['Fall Out Boy']
921,Blow Wind Blow,['Eric Clapton']
922,Somewhere Only We Know,['Keane']
923,Bend & Break,['Keane']
924,Everybody's Changing,['Keane']
925,Puto,['Molotov']
926,Que No Te Haga Bobo Jacobo,['Molotov']
927,Set The World On Fire,['E-Type']
928,This Is The Way,['E-Type']
929,Always,['Bon Jovi']
930,Best Friend,['50 Cent']
931,Spieluhr,['Rammstein']
932,Mutter,['Rammstein']
933,Sonne,['Rammstein']
934,Mein Herz Brennt,['Rammstein']
935,Nebel,['Rammstein']
936,Rein Raus,['Rammstein']
937,Adios,['Rammstein']
938,Ich Will,['Rammstein']
939,Zwitter,['Rammstein']
940,Links 2 3 4,['Rammstein']
941,I've Seen That Face Before (Libertango),['Grace Jones']
942,Bad Girls,['Donna Summer']
943,Hot Stuff,['Donna Summer']
944,Gimme! Gimme! Gimme! (A Man After Midnight),['A*Teens']
945,I Will Be Heard,['Hatebreed']
946,Get Up Again,['Flaw']
947,New York,"['Ja Rule', 'Fat Joe', 'Jadakiss']"
948,Mack The Knife,['Louis Armstrong']
949,Downbound Train,['Chuck Berry']
950,Back To Black,['Amy Winehouse']
951,I Try,"['Talib Kweli', 'Mary J. Blige']"
952,Still D.R.E.,"['Dr. Dre', 'Snoop Dogg']"
953,What's The Difference,"['Dr. Dre', 'Eminem', 'Xzibit']"
954,The Next Episode,"['Dr. Dre', 'Snoop Dogg']"
955,Bang Bang,"['Dr. Dre', 'Hittman', ""Knoc-Turn'al""]"
956,Golden Touch,['Razorlight']
957,Who Knows Where The Time Goes?,['Fairport Convention']
958,Path,"['Apocalyptica', 'Sandra Nasic']"
959,Run,['Snow Patrol']
960,Rompe,['Daddy Yankee']
961,How We Do,"['The Game', '50 Cent']"
962,Don't Cha,"['The Pussycat Dolls', 'Busta Rhymes']"
963,Don't Cha,['The Pussycat Dolls']
964,No Sex,['Limp Bizkit']
965,9 Teen 90 Nine,['Limp Bizkit']
966,Nookie,['Limp Bizkit']
967,Nobody Like You,['Limp Bizkit']
968,Just Like This,['Limp Bizkit']
969,You Don't Know,"['Eminem', '50 Cent', 'Cashis', 'Lloyd Banks']"
970,No Apologies,['Eminem']
971,Gotta Go (Can't Wage A War),['Kingdom Come']
972,Stargazer,['Kingdom Come']
973,Mean Dirty Joe,['Kingdom Come']
974,The Wind,['Kingdom Come']
975,Because We Believe,['Andrea Bocelli']
976,The Dancer,['Secret Service']
977,Flash In The Night,['Secret Service']
978,Let Us Dance Just A Little Bit More,['Secret Service']
979,Fire Into Ice,['Secret Service']
980,Destiny Of Love,['Secret Service']
981,If I Try,['Secret Service']
982,When The Night Closes In,['Secret Service']
983,Deportation/Iguazu,['Gustavo Santaolalla']
984,The Spirit Of Radio,['Rush']
985,Tom Sawyer,['Rush']
986,Limelight,['Rush']
987,"Chopin: Impromptu No.4 in C Sharp Minor, Op.66 - ""Fantaisie-Impromptu""","['Claudio Arrau', 'Фридерик Шопен']"
988,Shout,['Tears For Fears']
989,New Hampshire,['Sonic Youth']
990,Stones,['Sonic Youth']
991,Business,['Eminem']
992,Miss Murder,['AFI']
993,I'm Gonna Getcha Good!,['Shania Twain']
994,Ka-Ching!,['Shania Twain']
995,I Feel Love,['Donna Summer']
996,"This Ain't A Scene, It's An Arms Race",['Fall Out Boy']
997,Now We Are Free,"['Lisa Gerrard', 'Gavin Greenaway', 'The Lyndhurst Orchestra']"
998,Mad World,['Tears For Fears']
999,Einaudi: Una Mattina,['Ludovico Einaudi']
1000,Calling You,['Blue October']
1001,Biology,['Girls Aloud']
1002,The Show,['Girls Aloud']
1003,Something Kinda Ooooh,['Girls Aloud']
1004,Under My Thumb,['The Rolling Stones']
1005,Patience,['Take That']
1006,Tango,['Status Quo']
1007,Family Affair,['Mary J. Blige']
1008,The Kinslayer,['Nightwish']
1009,High Hopes,['Nightwish']
1010,Dead Boy's Poem,['Nightwish']
1011,Wish I Had An Angel,['Nightwish']
1012,Wishmaster,['Nightwish']
1013,Over The Hills And Far Away,['Nightwish']
1014,Sleeping Sun,['Nightwish']
1015,Sacrament Of Wilderness,['Nightwish']
1016,Stargazers,['Nightwish']
1017,Deep Silent Complete,['Nightwish']
1018,Nemo,['Nightwish']
1019,It's My Life,['Bon Jovi']
1020,Rocket Queen,"[""Guns N' Roses""]"
1021,Paradise City,"[""Guns N' Roses""]"
1022,Welcome To The Jungle,"[""Guns N' Roses""]"
1023,Sweet Child O' Mine,"[""Guns N' Roses""]"
1024,Breaker,['Accept']
1025,Nothing Else Matters,['Apocalyptica']
1026,Ne me quitte pas,['Jacques Brel']
1027,The Promise,['Secret Garden']
1028,Fairytale,['Secret Garden']
1029,Awakening,['Secret Garden']
1030,Elegie,['Secret Garden']
1031,Once In A Red Moon,['Secret Garden']
1032,Silent wings,['Secret Garden']
1033,Somebody's Watching Me,['Rockwell']
1034,Super Freak,['Rick James']
1035,Les Fleur,"['4Hero', 'Carina Andersson']"
1036,Lean Back,"['Terror Squad', 'Fat Joe', 'Remy Ma']"
1037,Oi To The World,['No Doubt']
1038,My Heart Will Go On,['James Last']
1039,Get Up I Feel Like Being A Sex Machine,['James Brown']
1040,Super Freak,['Rick James']
1041,The Four Horsemen,"[""Aphrodite's Child""]"
1042,Stuck In The Middle,['MIKA']
1043,Big Girl (You Are Beautiful),['MIKA']
1044,Billy Brown,['MIKA']
1045,"Relax, Take It Easy",['MIKA']
1046,Love Today,['MIKA']
1047,The Letter,['Joe Cocker']
1048,Madona,['Era']
1049,Ain't No Love In The Heart Of The City,['Bobby Bland']
1050,Put You On The Game,['The Game']
1051,Hate It Or Love It,"['The Game', '50 Cent']"
1052,Westside Story,"['The Game', '50 Cent']"
1053,Route 66,['The Rolling Stones']
1054,"It's A Man's, Man's, Man's World",['James Brown']
1055,Shut Your Eyes,['Snow Patrol']
1056,Don't Speak,['No Doubt']
1057,Just A Girl,['No Doubt']
1058,Excuse Me Mr.,['No Doubt']
1059,It's My Life,['No Doubt']
1060,Sunday Morning,['No Doubt']
1061,A Bad Dream,['Keane']
1062,Smack That,"['Akon', 'Eminem']"
1063,«Танец рыцарей» из балета «Ромео и Джульетта»,"['Kirov Orchestra, St Petersburg', 'Валерий Гергиев', 'Сергей Сергеевич Прокофьев']"
1064,New Year's Day,['U2']
1065,It's My Life,['Bon Jovi']
1066,Not Listening,['Papa Roach']
1067,Getting Away With Murder,['Papa Roach']
1068,Take Me,['Papa Roach']
1069,Do Or Die,['Papa Roach']
1070,Redemption Song,"['Bob Marley', 'The Wailers']"
1071,Bananza (Belly Dancer),['Akon']
1072,Territorial Pissings,['Nirvana']
1073,Smells Like Teen Spirit,['Nirvana']
1074,Lithium,['Nirvana']
1075,Breed,['Nirvana']
1076,Lounge Act,['Nirvana']
1077,Something In The Way,['Nirvana']
1078,Stay Away,['Nirvana']
1079,Drain You,['Nirvana']
1080,Polly,['Nirvana']
1081,Come As You Are,['Nirvana']
1082,In Bloom,['Nirvana']
1083,The Boss,"['James Brown', ""The J.B.'s""]"
1084,America,['Razorlight']
1085,Hellzapoppin',"['Louis Armstrong', 'His All-Stars']"
1086,Fame < Infamy,['Fall Out Boy']
1087,Thnks fr th Mmrs,['Fall Out Boy']
1088,Don't You Know Who I Think I Am?,['Fall Out Boy']
1089,"It's Hard To Say ""I Do"", When I Don't",['Fall Out Boy']
1090,Hum Hallelujah,['Fall Out Boy']
1091,"""The Take Over, The Breaks Over""",['Fall Out Boy']
1092,I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),['Fall Out Boy']
1093,"You're Crashing, But You're No Wave",['Fall Out Boy']
1094,The Phantom Of The Opera,"['Andrew Lloyd Webber', '""The Phantom Of The Opera"" Original London Cast', 'Michael Crawford', 'Sarah Brightman']"
1095,Crazy,['Aerosmith']
1096,Cryin',['Aerosmith']
1097,Ain't Nobody's Business,['Ardis']
1098,Spooky,['Dusty Springfield']
1099,If You Go Away,['Dusty Springfield']
1100,Morgenstern,['Rammstein']
1101,Ohne Dich,['Rammstein']
1102,Amerika,['Rammstein']
1103,Mein Teil,['Rammstein']
1104,Amour,['Rammstein']
1105,Moskau,['Rammstein']
1106,Keine Lust,['Rammstein']
1107,Dalai Lama,['Rammstein']
1108,Stein um Stein,['Rammstein']
1109,"Reise, Reise",['Rammstein']
1110,Los,['Rammstein']
1111,Set The Fire To The Third Bar,"['Snow Patrol', 'Martha Wainwright']"
1112,Hands Open,['Snow Patrol']
1113,Make This Go On Forever,['Snow Patrol']
1114,You And Your Friend,['Dire Straits']
1115,The Bug,['Dire Straits']
1116,Gasolina,['Daddy Yankee']
1117,The Lady In Red,['Chris De Burgh']
1118,Delibes: The Flower Duet (from Lakmé),"['All Angels', 'Клеман Филибер Лео Делиб']"
1119,Baila Morena,"['Zucchero', ""Mana'""]"
1120,The Logical Song,['Supertramp']
1121,Breakfast In America,['Supertramp']
1122,Lake Of Fire,['Nirvana']
1123,Where Did You Sleep Last Night,['Nirvana']
1124,Oh Me,['Nirvana']
1125,The Man Who Sold The World,['Nirvana']
1126,Get Back,['Ludacris']
1127,Lady Writer,['Dire Straits']
1128,My Friend Of Misery,['Metallica']
1129,Enter Sandman,['Metallica']
1130,Through The Never,['Metallica']
1131,The Unforgiven,['Metallica']
1132,The God That Failed,['Metallica']
1133,Of Wolf And Man,['Metallica']
1134,Sad But True,['Metallica']
1135,Wherever I May Roam,['Metallica']
1136,Holier Than Thou,['Metallica']
1137,Nothing Else Matters,['Metallica']
1138,My Humps,['Black Eyed Peas']
1139,All By Myself,"[""Jamie O'Neal"", 'Сергей Васильевич Рахманинов']"
1140,Sunspots,['Nine Inch Nails']
1141,Only,['Nine Inch Nails']
1142,Getting Smaller,['Nine Inch Nails']
1143,Every Day Is Exactly The Same,['Nine Inch Nails']
1144,Right Where It Belongs,['Nine Inch Nails']
1145,You're The One That I Want,"['John Travolta', 'Olivia Newton-John']"
1146,Cleanin' Out My Closet,['Eminem']
1147,Man Or Animal,['Audioslave']
1148,Never Tear Us Apart,['INXS']
1149,Need You Tonight,['INXS']
1150,Apple Of Sodom,['Marilyn Manson']
1151,Other Voices,['The Cure']
1152,Я сошла с ума,['t.A.T.u.']
1153,"Не верь, не бойся, не проси",['t.A.T.u.']
1154,Нас не догонят,['t.A.T.u.']
